"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SOLO","Electrameccanica Vehicles Corp. Ltd.","2.36","87225151.6","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/solo",
"SOLOW","Electrameccanica Vehicles Corp. Ltd.","0.57","0","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/solow",
"ECOR","electroCore, Inc.","3.75","110975756.25","n/a","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ecor",
"EA","Electronic Arts Inc.","98.48","29022793713.68","n/a","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ea",
"ELSE","Electro-Sensors, Inc.","3.99","13548128.79","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/else",
"ESBK","Elmira Savings Bank NY (The)","14.52","50566989","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/esbk",
"ELOX","Eloxx Pharmaceuticals, Inc.","6.38","254815081.84","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/elox",
"ELTK","Eltek Ltd.","4.01","17564874.68","n/a","1997","Technology","Electrical Products","https://old.nasdaq.com/symbol/eltk",
"EMCI","EMC Insurance Group Inc.","35.95","779180767.35","n/a","1982","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/emci",
"EMCF","Emclaire Financial Corp","33.25","89732174","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/emcf",
"EMKR","EMCORE Corporation","3.04","87430746.56","n/a","1997","Technology","Semiconductors","https://old.nasdaq.com/symbol/emkr",
"EMMS","Emmis Communications Corporation","4.85","63710540.9","n/a","1994","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/emms",
"NYNY","Empire Resorts, Inc.","9.72","334717016.04","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/nyny",
"ENTA","Enanta Pharmaceuticals, Inc.","67.97","1337758963.73","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enta",
"ECPG","Encore Capital Group Inc","34.42","1068994193.52","n/a","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/ecpg",
"WIRE","Encore Wire Corporation","59.78","1249739637.44","n/a","1992","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/wire",
"ENDP","Endo International plc","3.88","865641230.8","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/endp",
"ELGX","Endologix, Inc.","4.44","78200201.52","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/elgx",
"NDRA","ENDRA Life Sciences Inc.","1.69","12544264.98","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ndra",
"NDRAW","ENDRA Life Sciences Inc.","0.71","0","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ndraw",
"EIGI","Endurance International Group Holdings, Inc.","5.69","831054298.53","n/a","2013","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/eigi",
"WATT","Energous Corporation","4.07","124694706.4","n/a","2014","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/watt",
"EFOI","Energy Focus, Inc.","0.429","5306742.87","n/a","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/efoi",
"EHR","Energy Hunter Resources, Inc.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ehr",
"ERII","Energy Recovery, Inc.","10.07","553493894.59","n/a","2008","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/erii",
"ENG","ENGlobal Corporation","1.045","28637670.105","n/a","n/a","Consumer Services","Military/Government/Technical","https://old.nasdaq.com/symbol/eng",
"ENLV","Enlivex Therapeutics Ltd.","31.98","323436349.86","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enlv",
"ENOB","Enochian Biosciences, Inc.","5.34","207134915.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/enob",
"ENPH","Enphase Energy, Inc.","22.08","2693205902.4","n/a","2012","Technology","Semiconductors","https://old.nasdaq.com/symbol/enph",
"ESGR","Enstar Group Limited","191.99","4127252611.73","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgr",
"ESGRO","Enstar Group Limited","26.3824","116082.56","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgro",
"ESGRP","Enstar Group Limited","26.85","429600","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/esgrp",
"ETTX","Entasis Therapeutics Holdings Inc.","5.77","75786284.26","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ettx",
"ENFC","Entegra Financial Corp.","30.08","208230725.12","n/a","2014","Finance","Banks","https://old.nasdaq.com/symbol/enfc",
"ENTG","Entegris, Inc.","47.11","6368018497.12","n/a","2000","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/entg",
"ENTX","Entera Bio Ltd.","2.65","31737115.5","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/entx",
"ENTXW","Entera Bio Ltd.","0.5","0","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/entxw",
"EBTC","Enterprise Bancorp Inc","31.01","366072646.87","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ebtc",
"EFSC","Enterprise Financial Services Corporation","41.65","1119628302.8","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/efsc",
"EVSI","Envision Solar International, Inc.","5.75","29407202","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/evsi",
"EVSIW","Envision Solar International, Inc.","1.5981","0","n/a","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/evsiw",
"EPZM","Epizyme, Inc.","11.96","1088797999.12","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","78.93","1066032289.71","n/a","1996","Technology","Retail: Computer Software & Peripheral Equipment","https://old.nasdaq.com/symbol/plus",
"EPSN","Epsilon Energy Ltd.","3.56","97491073.48","n/a","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/epsn",
"EQ","Equillium, Inc.","3.81","66203459.16","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eq",
"EQIX","Equinix, Inc.","536.8","45530953538.4","n/a","2000","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/eqix",
"EQBK","Equity Bancshares, Inc.","28.31","440613244.63","n/a","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/eqbk",
"ERIC","Ericsson","8.03","2565616654.26","319503942","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","205.82","10762300631.76","n/a","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/erie",
"ERYP","Erytech Pharma S.A.","5.2257","9689200.3008","1854144","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/eryp",
"ESCA","Escalade, Incorporated","11.03","159578003.02","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/esca",
"ESPR","Esperion Therapeutics, Inc.","36.56","993360060.8","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/espr",
"ESQ","Esquire Financial Holdings, Inc.","23.98","180849246.6","n/a","2017","Finance","Commercial Banks","https://old.nasdaq.com/symbol/esq",
"ESSA","ESSA Bancorp, Inc.","16.15","184254300.25","n/a","n/a","Finance","Banks","https://old.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","3.05","44779422.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/epix",
"ESTA","Establishment Labs Holdings Inc.","20.94","429267194.04","n/a","2018","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/esta",
"ESTR","Estre Ambiental, Inc.","0.5947","30440749.5204","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/estr",
"ESTRW","Estre Ambiental, Inc.","0.01","0","n/a","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/estrw",
"VBND","ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund","50.2789","432398540","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vbnd",
"VUSE","ETF Series Solutions Trust Vident Core US Equity ETF","31.418","477553600","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vuse",
"VIDI","ETF Series Solutions Trust Vident International Equity Fund","23.895","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/vidi",
"ETON","Eton Pharmaceuticals, Inc.","6.24","110841400.8","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eton",
"ETSY","Etsy, Inc.","56.86","6849349914","n/a","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/etsy",
"CLWT","Euro Tech Holdings Company Limited","4.21","8680636.89","n/a","1997","Consumer Durables","Diversified Electronic Products","https://old.nasdaq.com/symbol/clwt",
"EDRY","EuroDry Ltd.","7.4","16871408","n/a","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/edry",
"EEFT","Euronet Worldwide, Inc.","143.73","7831398831.21","n/a","1997","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/eeft",
"ESEA","Euroseas Ltd.","0.63","7884856.35","n/a","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/esea",
"EVLO","Evelo Biosciences, Inc.","7.93","254231256.11","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evlo",
"EVBG","Everbridge, Inc.","68.11","2285995341.35","n/a","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/evbg",
"EVK","Ever-Glory International Group, Inc.","3.3","48845841","n/a","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/evk",
"EVER","EverQuote, Inc.","22.36","577024306.56","n/a","2018","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/ever",
"MRAM","Everspin Technologies, Inc.","6.58","112856725.24","n/a","2016","Technology","Semiconductors","https://old.nasdaq.com/symbol/mram",
"EVOP","EVO Payments, Inc.","28.8","2363014051.2","n/a","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/evop",
"EVFM","Evofem Biosciences, Inc.","5.505","256538824.29","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evfm",
"EVGN","Evogene Ltd.","1.6153","41600915.9441","n/a","n/a","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","0.9546","23019182.3976","n/a","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/evok",
"EOLS","Evolus, Inc.","17.05","467587384","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eols",
"EVOL","Evolving Systems, Inc.","0.88","10702797.6","n/a","1998","Technology","EDP Services","https://old.nasdaq.com/symbol/evol",
"EXAS","Exact Sciences Corporation","106.71","13817376683.13","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exas",
"FLAG","Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S","38.5978","15439120","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/flag",
"ROBO","Exchange Traded Concepts Trust ROBO Global Robotics and Automa","39.52","181792000","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/robo",
"XELA","Exela Technologies, Inc.","1.39","208509848.15","n/a","2015","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/xela",
"EXEL","Exelixis, Inc.","19.24","5827916019.12","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/exel",
"EXFO","EXFO Inc","3.72","88358418.36","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/exfo",
"XCUR","Exicure, Inc.","2.6","197586454","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/xcur",
"EXLS","ExlService Holdings, Inc.","67.36","2302018569.6","n/a","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/exls",
"EXPI","eXp World Holdings, Inc.","8.94","558975574.08","n/a","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/expi",
"EXPE","Expedia Group, Inc.","132.3","19381950000","n/a","n/a","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","76.22","13012288994.58","n/a","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/expd",
"EXPC","Experience Investment Corp.","n/a","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/expc",
"EXPCU","Experience Investment Corp.","10.01","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/expcu",
"EXPO","Exponent, Inc.","69.92","3630197246.24","n/a","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/expo",
"STAY","Extended Stay America, Inc.","14.98","2822536378.62","n/a","n/a","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/stay",
"XOG","Extraction Oil & Gas, Inc.","3.23","444907041.14","n/a","2016","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","7.67","926346980.52","n/a","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/extr",
"EYEG","Eyegate Pharmaceuticals, Inc.","3.53","161235351.61","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.0419","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyegw",
"EYEN","Eyenovia, Inc.","4.18","71481034.68","n/a","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/eyen",
"EYPT","EyePoint Pharmaceuticals, Inc.","1.87","198776871.04","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/eypt",
"EZPW","EZCORP, Inc.","8.35","462967762.35","n/a","1991","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/ezpw",
"FFIV","F5 Networks, Inc.","139.83","8407980836.43","n/a","1999","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ffiv",
"FB","Facebook, Inc.","187.19","534043803720.62","n/a","2012","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/fb",
"FLMN","Falcon Minerals Corporation","6.79","583000488.07","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmn",
"FLMNW","Falcon Minerals Corporation","0.55","0","n/a","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/flmnw",
"DAVE","Famous Dave&#39;s of America, Inc.","4.43","41083399.15","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/dave",
"FANH","Fanhua Inc.","26.95","903175727.3","33513014","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","13.13","223763193.16","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/farm",
"FMAO","Farmers & Merchants Bancorp, Inc.","27.01","299978002.83","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fmao",
"FMNB","Farmers National Banc Corp.","14.97","414174780.42","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmnb",
"FAMI","FARMMI, INC.","1.37","16346840","n/a","2018","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/fami",
"FARO","FARO Technologies, Inc.","54.54","945672441.48","n/a","1997","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","33.64","19290199867.04","n/a","1987","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/fast",
"FAT","FAT Brands Inc.","4.6015","54420859.1475","n/a","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/fat",
"FATE","Fate Therapeutics, Inc.","17.93","1172370800.7","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","19.76","74790295.84","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbss",
"FNHC","FedNat Holding Company","13.32","176133876.48","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/fnhc",
"FLLCU","Fellazo Inc.","10","59795000","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/fllcu",
"FENC","Fennec Pharmaceuticals Inc.","4.87","96892692.1","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/fenc",
"GSM","Ferroglobe PLC","1.3","219859486.6","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gsm",
"FFBW","FFBW, Inc.","11.03","72588297.64","n/a","2017","Finance","Savings Institutions","https://old.nasdaq.com/symbol/ffbw",
"FCSC","Fibrocell Science Inc.","2.92","28494329.44","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","41.49","3606144674.04","n/a","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/fgen",
"FDBC","Fidelity D & D Bancorp, Inc.","57.16","216150540","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fdbc",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","322.28","2101265600","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/oneq",
"FDUS","Fidus Investment Corporation","14.9","364500473.1","n/a","2011","n/a","n/a","https://old.nasdaq.com/symbol/fdus",
"FDUSL","Fidus Investment Corporation","25.8076","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusl",
"FDUSZ","Fidus Investment Corporation","25.91","0","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdusz",
"FRGI","Fiesta Restaurant Group, Inc.","10.45","287139624.2","n/a","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/frgi",
"FITB","Fifth Third Bancorp","28.38","20398414192.2","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","28.43","511740000","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbi",
"FITBP","Fifth Third Bancorp","26.76","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fitbp",
"FISI","Financial Institutions, Inc.","31.16","498394758.52","n/a","1999","Finance","Major Banks","https://old.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","22.98","2760082460.46","n/a","1999","Technology","Semiconductors","https://old.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","2","55250408","n/a","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/fnjn",
"FTAC","FinTech Acquisition Corp. III","9.965","441324937.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ftac",
"FTACU","FinTech Acquisition Corp. III","10.66","0","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/ftacu",
"FTACW","FinTech Acquisition Corp. III","1.2","0","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/ftacw",
"FEYE","FireEye, Inc.","13.93","2991513469","n/a","2013","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","37.15","1103994834.45","n/a","1987","Finance","Major Banks","https://old.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","27.71","301866920.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","11.46","214968250.02","n/a","2013","n/a","n/a","https://old.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","26.42","1463314923.12","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","23.86","206049352.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fbiz",
"FCAP","First Capital, Inc.","57.8","194417929.6","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fcap",
"FCBP","First Choice Bancorp","22.05","258849360","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcbp",
"FCNCA","First Citizens BancShares, Inc.","480.72","5340945819.6","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcnca",
"FCBC","First Community Bankshares, Inc.","32.55","508991836.5","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","19.53","144452063.07","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fcco",
"FDEF","First Defiance Financial Corp.","28.55","563241394.75","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fdef",
"FFBC","First Financial Bancorp.","25.3","2559662301.9","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffbc",
"FFIN","First Financial Bankshares, Inc.","33.3","4522447159.2","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","43.99","540646425.88","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","14.9","154532966","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","15.15","676248232.05","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ffwm",
"FGBI","First Guaranty Bancshares, Inc.","21.3","187592827.5","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fgbi",
"FHB","First Hawaiian, Inc.","27.56","3673450682.72","n/a","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/fhb",
"INBK","First Internet Bancorp","21.12","210353573.76","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbk",
"INBKL","First Internet Bancorp","26.32","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkl",
"INBKZ","First Internet Bancorp","26.24","0","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/inbkz",
"FIBK","First Interstate BancSystem, Inc.","40.77","2659378909.86","n/a","2010","Finance","Major Banks","https://old.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","39.1","2193376004.3","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/frme",
"FMBH","First Mid Bancshares, Inc.","35.41","591215699.72","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","20.02","2211676146.68","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fmbi",
"FXNC","First National Corporation","19.0075","94368892.18","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/fxnc",
"FNWB","First Northwest Bancorp","16.33","178322489.56","n/a","2015","Finance","Banks","https://old.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","60.39","141930329.31","n/a","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsfg",
"FSEA","First Seacoast Bancorp","9.46","57549910","n/a","2019","Finance","Savings Institutions","https://old.nasdaq.com/symbol/fsea",
"FSLR","First Solar, Inc.","63.7","6713646212","n/a","2006","Technology","Semiconductors","https://old.nasdaq.com/symbol/fslr",
"FAAR","First Trust Alternative Absolute Return Strategy ETF","26.4518","46290702.9036","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/faar",
"FPA","First Trust Asia Pacific Ex-Japan AlphaDEX Fund","28.48","29904056.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fpa",
"BICK","First Trust BICK Index Fund","26.54","120757053.08","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bick",
"FBZ","First Trust Brazil AlphaDEX Fund","15.89","120764031.78","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fbz",
"FTHI","First Trust BuyWrite Income ETF","22.48","78100038.48","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fthi",
"FCAL","First Trust California Municipal High income ETF","53.038","42430506.076","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcal",
"FCAN","First Trust Canada AlphaDEX Fund","23.61","4722047.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcan",
"FTCS","First Trust Capital Strength ETF","57.51","2806488115.02","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ftcs",
"FCEF","First Trust CEF Income Opportunity ETF","22.17","37799850","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fcef",
"FCA","First Trust China AlphaDEX Fund","25.725","10290051.45","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fca",
"SKYY","First Trust Cloud Computing ETF","57.49","2198992614.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/skyy",
"RNDM","First Trust Developed International Equity Select ETF","50.6375","27850726.275","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rndm",
"FDT","First Trust Developed Markets Ex-US AlphaDEX Fund","53.47","713931440","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdt",
"FDTS","First Trust Developed Markets ex-US Small Cap AlphaDEX Fund","35.585","8896321.17","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdts",
"FVC","First Trust Dorsey Wright Dynamic Focus 5 ETF","26.77","479183053.54","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fvc",
"FV","First Trust Dorsey Wright Focus 5 ETF","30.15","2396925060.3","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","19.34","461259038.68","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ifv",
"DDIV","First Trust Dorsey Wright Momentum & Dividend ETF","25.878","37523151.756","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ddiv",
"DVOL","First Trust Dorsey Wright Momentum & Low Volatility ETF","22.2897","115906484.5794","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvol",
"DVLU","First Trust Dorsey Wright Momentum & Value ETF","18.7","18700037.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvlu",
"DWPP","First Trust Dorsey Wright People&#39;s Portfolio ETF","31.6","56880063.2","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dwpp",
"DALI","First Trust DorseyWright DALI 1 ETF","20.3348","70155100.6696","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dali",
"FDNI","First Trust Dow Jones International Internet ETF","22.44","4488044.88","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fdni",
"FEM","First Trust Emerging Markets AlphaDEX Fund","24.75","619987549.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/fem",
"RNEM","First Trust Emerging Markets Equity Select ETF","50.79","10158101.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rnem",
